ID,Income,Term,Balance,Debt,Score,Default
195,41400,Short Term,1550,2389,474.0,False
750,48200,Long Term,1800,551,935.0,False
953,39900,Long Term,1460,0,954.0,False
6,40300,Short Term,1300,0,905.0,False
533,45800,Short Term,1700,0,982.0,False
385,32000,Short Term,1240,0,647.0,False
421,41300,Short Term,840,861,638.0,False
777,40100,Short Term,1370,0,726.0,False
919,42700,Short Term,840,0,748.0,False
605,37800,Short Term,1850,2788,279.0,True
381,45400,Long Term,1710,3566,326.0,True
401,45300,Short Term,1150,343,555.0,False
273,34100,Long Term,640,0,626.0,False
7,35000,Short Term,1500,395,403.0,False
413,39100,Short Term,1300,0,529.0,False
435,34000,Short Term,770,0,828.0,False
670,37500,Long Term,740,0,809.0,False
791,40900,Short Term,1130,573,604.0,False
708,41500,Short Term,1590,171,892.0,False
357,39200,Long Term,1630,790,714.0,True
220,42000,Long Term,1010,1423,492.0,False
151,38500,Long Term,1080,303,650.0,False
485,41500,Long Term,1050,0,549.0,False
991,35700,Short Term,770,478,701.0,False
214,35600,Long Term,1150,0,648.0,False
371,40500,Long Term,1670,28,691.0,False
209,46100,Long Term,1170,2682,598.0,False
586,45700,Short Term,1110,173,898.0,False
962,42900,Short Term,1550,0,837.0,False
66,38100,Short Term,1810,1599,685.0,False
742,42700,Long Term,1090,0,592.0,False
432,29100,Short Term,1730,325,640.0,False
755,40400,Short Term,1260,0,1000.0,False
462,39100,Long Term,1110,0,843.0,False
796,41300,Long Term,1340,0,996.0,False
671,30800,Short Term,1560,3018,199.0,True
532,38700,Short Term,1390,0,903.0,False
386,27500,Short Term,1330,1402,388.0,False
130,45700,Short Term,1270,0,821.0,False
314,42800,Long Term,1170,0,659.0,False
49,47900,Long Term,1080,1443,639.0,False
496,35900,Long Term,690,0,462.0,False
365,39800,Short Term,1570,991,520.0,False
551,34000,Short Term,710,0,756.0,False
149,36500,Long Term,1100,0,812.0,False
688,41200,Long Term,1230,0,842.0,False
854,30900,Long Term,1370,918,341.0,False
640,38800,Long Term,1350,197,873.0,False
360,36400,Short Term,1270,1367,498.0,False
746,43600,Short Term,1270,0,797.0,False
398,42800,Short Term,1460,0,692.0,False
972,35000,Long Term,1390,0,718.0,False
379,48400,Short Term,1080,946,422.0,False
578,28000,Long Term,1200,0,477.0,False
718,55100,Short Term,1690,3806,323.0,False
799,63700,Short Term,1170,1408,1000.0,False
695,67900,Long Term,1910,0,1000.0,False
222,46400,Long Term,1660,2341,989.0,False
692,50700,Long Term,1520,3336,649.0,False
136,63700,Long Term,2070,1771,1000.0,False
115,47300,Short Term,2080,0,831.0,False
51,58500,Long Term,1710,4835,804.0,False
300,63100,Short Term,2030,2860,976.0,False
655,54600,Short Term,1970,467,1000.0,False
247,50500,Short Term,1610,1613,649.0,False
744,63400,Short Term,1580,1468,902.0,False
547,62000,Short Term,2340,4155,782.0,False
549,59900,Long Term,1900,4502,627.0,False
536,55800,Long Term,1580,2584,1000.0,False
451,52400,Short Term,1740,0,1000.0,False
658,46100,Long Term,1730,0,865.0,False
717,58200,Short Term,2240,0,1000.0,False
629,62900,Short Term,1750,0,1000.0,False
603,61200,Short Term,1640,0,936.0,False
19,44800,Short Term,1450,2085,913.0,False
145,57800,Long Term,2500,1165,954.0,False
270,58600,Long Term,1270,3732,959.0,False
602,57800,Long Term,1790,2777,918.0,False
469,44800,Short Term,2530,2345,737.0,False
622,56200,Short Term,920,1995,1000.0,False
529,61700,Short Term,1450,3933,,False
598,58100,Short Term,1350,2264,878.0,False
855,51800,Short Term,1050,0,814.0,False
526,66200,Long Term,1700,0,1000.0,False
773,63700,Short Term,1630,1912,1000.0,False
317,64000,Short Term,2420,0,1000.0,False
439,61700,Long Term,1380,0,629.0,False
383,56300,Long Term,2020,2542,957.0,False
878,69500,Short Term,1060,2967,990.0,False
339,56000,Short Term,2160,0,1000.0,False
320,59900,Short Term,2120,5531,642.0,False
249,62300,Short Term,1390,0,822.0,False
871,56400,Long Term,2340,1291,946.0,False
154,76900,Short Term,1590,1085,828.0,False
502,56200,Short Term,1720,1482,945.0,False
543,61000,Long Term,1340,1867,861.0,False
733,60400,Long Term,1890,0,1000.0,False
433,53100,Long Term,820,0,777.0,False
969,53400,Short Term,2470,0,671.0,False
345,49600,Long Term,2250,72,1000.0,False
893,45800,Long Term,1600,0,915.0,False
899,53200,Long Term,1310,0,360.0,False
659,62500,Long Term,2100,1722,1000.0,False
734,60400,Long Term,1390,0,1000.0,False
772,54600,Short Term,1560,2621,664.0,False
333,66200,Short Term,1240,1816,1000.0,False
509,67600,Short Term,1240,0,851.0,False
965,59300,Long Term,2350,0,1000.0,False
179,65400,Long Term,2030,0,1000.0,False
390,65500,Long Term,1120,0,1000.0,False
230,53900,Short Term,1160,1874,930.0,False
803,52100,Long Term,1690,2241,934.0,False
524,57300,Long Term,1360,7279,102.0,True
255,64500,Short Term,1960,4494,607.0,False
9,76500,Short Term,4860,0,1000.0,False
875,78500,Long Term,4160,7612,902.0,False
911,73500,Long Term,6020,4513,512.0,False
857,86000,Short Term,5570,8826,837.0,False
738,81800,Long Term,3750,0,1000.0,False
442,78700,Long Term,4220,2561,1000.0,False
125,68700,Short Term,5350,6397,839.0,False
186,79800,Short Term,3770,7300,881.0,False
235,78400,Short Term,4320,0,1000.0,False
545,76600,Long Term,5110,5761,943.0,False
770,61700,Short Term,4920,0,1000.0,False
753,82100,Short Term,5720,0,1000.0,False
790,75300,Long Term,4210,0,1000.0,False
29,81900,Long Term,3020,7620,818.0,False
226,79900,Short Term,3720,12891,0.0,True
305,43200,Long Term,1340,0,684.0,False
898,11800,Long Term,1070,0,193.0,True
570,61800,Long Term,1110,1565,585.0,True
967,33900,Long Term,1600,0,590.0,False
928,31400,Long Term,1310,0,888.0,False
739,44000,Short Term,1770,1950,58.0,False
341,32100,Long Term,1880,0,645.0,False
100,30200,Long Term,1810,0,557.0,False
63,46300,Long Term,1680,1159,292.0,False
465,29900,Long Term,2190,1071,453.0,False
72,33200,Short Term,690,570,564.0,False
636,26900,Long Term,2080,3318,125.0,True
183,28400,Long Term,2550,1365,421.0,False
983,29100,Long Term,990,1258,441.0,False
188,46000,Long Term,2060,1855,649.0,False
698,37600,Long Term,1000,695,830.0,False
282,34900,Short Term,730,0,762.0,False
219,31400,Long Term,1080,0,829.0,False
530,38500,Long Term,1620,0,875.0,False
208,34800,Long Term,720,0,777.0,False
935,43700,Long Term,1680,0,856.0,False
876,44000,Long Term,1550,0,950.0,False
242,22400,Short Term,1040,1228,292.0,False
942,51700,Long Term,970,6409,92.0,True
589,44200,Long Term,810,293,908.0,False
271,34200,Long Term,1320,0,928.0,False
173,24100,Long Term,1060,0,459.0,False
440,37800,Short Term,1760,1094,762.0,False
938,39500,Long Term,1170,0,909.0,False
861,30900,Short Term,1580,2840,171.0,True
609,35700,Long Term,2380,0,740.0,False
269,24200,Long Term,890,0,629.0,False
990,29300,Long Term,1040,2265,192.0,True
76,44000,Short Term,1240,0,933.0,False
890,28100,Long Term,2110,492,492.0,False
802,23900,Short Term,640,0,452.0,False
233,34900,Short Term,1600,1386,560.0,False
829,33700,Short Term,1960,0,884.0,False
464,24200,Long Term,1880,0,455.0,False
575,36100,Short Term,1570,0,984.0,False
324,23500,Long Term,1310,0,461.0,False
521,24800,Short Term,1490,1558,340.0,False
813,36400,Long Term,2330,790,768.0,False
160,27700,Long Term,980,0,776.0,False
181,40700,Long Term,1000,0,664.0,False
96,26300,Long Term,1760,0,489.0,False
762,29200,Long Term,1500,0,755.0,False
516,36200,Short Term,1510,0,812.0,False
627,27000,Short Term,1510,0,436.0,False
71,30000,Long Term,1270,3779,52.0,True
932,42500,Long Term,1550,0,779.0,False
39,36400,Long Term,1830,3032,360.0,True
283,42200,Long Term,1500,2498,417.0,False
847,30800,Long Term,1190,2355,177.0,True
