,ID,Income,Term,Balance,Debt,Score,Default
615,971,35716,10 Years,664,1592,,False
616,312,43931,20 Years,1513,34,1005.0,False
617,336,39412,10 Years,1145,1471,647.0,False
618,31,41964,20 Years,1270,23,839.0,False
619,565,41481,10 Years,1339,56,887.0,False
620,293,41133,20 Years,1316,431,683.0,True
621,159,41512,20 Years,1326,69,884.0,False
622,568,40274,10 Years,1137,818,832.0,False
623,75,41701,10 Years,1573,1383,826.0,False
624,37,35819,10 Years,1170,695,626.0,False
625,78,46461,20 Years,1078,792,715.0,False
626,852,37441,10 Years,1261,1805,578.0,False
627,79,34259,10 Years,1661,59,288.0,False
628,541,32724,10 Years,1384,1504,296.0,False
629,4,41887,20 Years,1379,377,644.0,False
630,837,42060,10 Years,1397,83,776.0,False
631,970,41108,20 Years,1183,23,,False
632,788,42596,10 Years,1090,88,644.0,False
633,807,42895,20 Years,1306,254,693.0,False
634,779,36912,10 Years,1344,84,533.0,False
635,412,41003,10 Years,1142,29,788.0,False
636,241,35770,20 Years,719,23,881.0,False
637,1000,36280,10 Years,853,2342,415.0,False
638,174,33489,10 Years,865,529,555.0,False
639,56,37260,10 Years,1229,29,536.0,False
640,393,36446,20 Years,1468,85,959.0,True
641,458,30886,10 Years,1776,91,368.0,False
642,683,38299,10 Years,1493,6,,False
643,204,36653,20 Years,1820,767,532.0,False
644,227,39779,10 Years,1226,1064,301.0,False
645,267,34158,10 Years,877,1080,755.0,False
646,57,34696,10 Years,887,233,528.0,False
647,395,42809,10 Years,1731,1740,688.0,False
648,38,35596,20 Years,1082,9,608.0,False
649,23,34808,10 Years,1048,79,746.0,False
650,101,56597,20 Years,1719,15,1006.0,False
651,28,39143,10 Years,1068,2607,397.0,False
652,253,39392,20 Years,1156,94,765.0,False
653,949,47070,10 Years,1426,1302,644.0,False
654,238,47508,10 Years,1453,2818,501.0,False
655,552,48493,10 Years,700,1180,908.0,False
656,904,33373,10 Years,874,1609,490.0,False
657,488,46257,10 Years,1058,43,877.0,False
658,595,36011,20 Years,1520,72,293.0,False
659,58,44352,10 Years,1297,44,581.0,False
660,915,38627,10 Years,1481,129,924.0,False
661,277,28311,20 Years,1197,55,828.0,False
662,784,41317,20 Years,994,106,551.0,False
663,334,39873,10 Years,1024,1406,394.0,False
664,783,34831,10 Years,1505,81,814.0,False
665,42,32640,10 Years,643,121,364.0,False
666,263,33050,10 Years,1448,999,637.0,False
667,131,42835,10 Years,1457,56,798.0,False
668,87,41612,10 Years,1036,480,664.0,False
669,710,43677,10 Years,1047,1715,487.0,False
670,873,29457,10 Years,1190,49,742.0,False
671,309,22456,20 Years,1184,532,390.0,False
672,289,49622,10 Years,1533,90,464.0,False
673,195,42185,10 Years,1462,2395,475.0,False
674,750,47721,20 Years,1713,620,935.0,False
675,953,40681,20 Years,1481,14,957.0,False
676,6,41160,10 Years,1265,81,914.0,False
677,533,45923,10 Years,1818,31,990.0,False
678,385,31801,10 Years,1171,119,653.0,False
679,421,41503,10 Years,1024,935,647.0,False
680,777,40346,10 Years,1433,19,732.0,False
681,919,43629,10 Years,694,87,754.0,False
682,605,37561,10 Years,2008,2802,286.0,True
683,381,46082,20 Years,1640,3613,326.0,True
684,401,44741,10 Years,1237,413,564.0,False
685,273,34731,20 Years,705,20,635.0,False
686,7,34768,10 Years,1665,436,410.0,False
687,413,39115,10 Years,1261,25,532.0,False
688,435,34348,10 Years,949,107,831.0,False
689,670,37015,20 Years,626,119,812.0,False
690,791,40939,10 Years,984,586,609.0,False
691,708,41291,10 Years,1677,227,898.0,False
692,357,38535,20 Years,1607,826,719.0,True
693,220,42782,20 Years,1200,1480,492.0,False
694,151,37757,20 Years,1228,323,657.0,False
695,485,40996,20 Years,857,81,558.0,False
696,991,35595,10 Years,890,546,707.0,False
697,214,34759,20 Years,1262,2,653.0,False
698,371,40998,20 Years,1716,114,696.0,False
699,209,45951,20 Years,1292,2771,602.0,False
700,586,46387,10 Years,1164,209,903.0,False
701,962,43831,10 Years,1677,87,845.0,False
702,66,37789,10 Years,1663,1647,694.0,False
703,742,43398,20 Years,1138,18,600.0,False
704,432,28479,10 Years,1768,439,649.0,False
705,755,40968,10 Years,1288,88,1007.0,False
706,462,40052,20 Years,976,84,852.0,False
707,796,41256,20 Years,1190,11,1004.0,False
708,671,30490,10 Years,1456,3138,208.0,True
709,532,39150,10 Years,1281,60,910.0,False
710,386,28136,10 Years,1393,1442,395.0,False
711,130,45991,10 Years,1360,32,821.0,False
712,314,43658,20 Years,1065,49,668.0,False
713,49,48500,20 Years,967,1559,643.0,False
714,496,36340,20 Years,567,67,465.0,False
715,365,39991,10 Years,1657,1096,521.0,False
716,551,34865,10 Years,629,120,763.0,False
717,149,36566,20 Years,1201,70,814.0,False
718,688,41779,20 Years,1429,85,845.0,False
719,854,30184,20 Years,1334,1036,347.0,False
720,640,38196,20 Years,1331,229,882.0,False
721,360,35411,10 Years,1467,1447,506.0,False
722,746,44230,10 Years,1292,23,798.0,False
723,398,43125,10 Years,1570,60,694.0,False
724,972,35921,20 Years,1196,60,721.0,False
725,379,48676,10 Years,1209,1043,431.0,False
726,578,27498,20 Years,1262,27,477.0,False
727,718,54853,10 Years,1650,3863,329.0,False
728,799,62734,10 Years,1120,1450,1001.0,False
729,695,67626,20 Years,1794,40,1004.0,False
730,222,46248,20 Years,1606,2379,989.0,False
731,692,49789,20 Years,1431,3421,651.0,False
732,136,63475,20 Years,2250,1819,1001.0,False
733,115,46904,10 Years,1915,16,831.0,False
734,51,59445,20 Years,1794,4932,810.0,False
735,300,63069,10 Years,2017,2929,980.0,False
736,655,55225,10 Years,1851,576,1000.0,False
737,247,50521,10 Years,1411,1682,654.0,False
738,744,62817,10 Years,1764,1565,906.0,False
739,547,61114,10 Years,2442,4219,784.0,False
740,549,59516,20 Years,1896,4575,633.0,False
741,536,56726,20 Years,1390,2668,1009.0,False
742,451,52619,10 Years,1773,4,1008.0,False
743,658,45925,20 Years,1915,1,873.0,False
744,717,58724,10 Years,2234,21,1008.0,False
745,629,63549,10 Years,1668,111,1001.0,False
746,603,61716,10 Years,1835,56,938.0,False
747,19,44898,10 Years,1269,2150,919.0,False
748,145,57212,20 Years,2560,1238,958.0,False
749,270,58999,20 Years,1362,3829,960.0,False
750,602,58243,20 Years,1845,2792,920.0,False
751,469,44528,10 Years,2551,2456,746.0,False
752,622,56500,10 Years,1112,2045,1005.0,False
753,529,61720,10 Years,1475,3971,,False
754,598,57860,10 Years,1202,2349,886.0,False
755,855,51475,10 Years,1204,75,814.0,False
756,526,66617,20 Years,1841,87,1006.0,False
757,773,64592,10 Years,1793,2022,1007.0,False
758,317,63456,10 Years,2499,39,1002.0,False
759,439,61619,20 Years,1260,37,632.0,False
760,383,55491,20 Years,2021,2601,966.0,False
761,878,69238,10 Years,1017,3025,995.0,False
762,339,56712,10 Years,2079,9,1009.0,False
763,320,60022,10 Years,1978,5629,648.0,False
764,249,62871,10 Years,1404,63,825.0,False
765,871,56377,20 Years,2267,1405,953.0,False
766,154,76908,10 Years,1613,1147,832.0,False
767,502,55295,10 Years,1728,1530,945.0,False
768,543,61687,20 Years,1509,1930,864.0,False
769,733,60062,20 Years,1804,31,1002.0,False
770,433,53313,20 Years,828,6,785.0,False
771,969,54159,10 Years,2283,20,678.0,False
772,345,48636,20 Years,2058,91,1000.0,False
773,893,46603,20 Years,1439,25,920.0,False
774,899,53592,20 Years,1346,67,368.0,False
775,659,63218,20 Years,2180,1831,1006.0,False
776,734,60948,20 Years,1548,115,1003.0,False
777,772,53878,10 Years,1560,2706,664.0,False
778,333,65416,10 Years,1285,1830,1001.0,False
779,509,67466,10 Years,1317,119,855.0,False
780,965,59172,20 Years,2384,103,1004.0,False
781,179,66221,20 Years,1833,84,1007.0,False
782,390,65796,20 Years,1073,78,1005.0,False
783,230,54804,10 Years,988,1959,937.0,False
784,803,51161,20 Years,1598,2356,935.0,False
785,524,56895,20 Years,1257,7370,104.0,True
786,255,65403,10 Years,1974,4507,612.0,False
787,9,76228,10 Years,4952,26,1009.0,False
788,875,78865,20 Years,4034,7716,904.0,False
789,911,72896,20 Years,6145,4552,517.0,False
790,857,85698,10 Years,5515,8883,842.0,False
791,738,81842,20 Years,3677,27,1001.0,False
792,442,77876,20 Years,4360,2586,1006.0,False
793,125,69335,10 Years,5191,6509,840.0,False
794,186,79195,10 Years,3925,7362,886.0,False
795,235,77844,10 Years,4160,65,1000.0,False
796,545,76856,20 Years,4943,5785,945.0,False
797,770,62638,10 Years,4736,119,1001.0,False
798,753,81175,10 Years,5684,2,1006.0,False
799,790,74564,20 Years,4162,71,1003.0,False
800,29,81354,20 Years,3197,7663,825.0,False
801,226,80719,10 Years,3595,12987,5.0,True
802,305,42917,20 Years,1226,41,693.0,False
803,898,11534,20 Years,986,115,196.0,True
804,570,62207,20 Years,1271,1663,589.0,True
805,967,34487,20 Years,1741,5,598.0,False
806,928,31250,20 Years,1136,38,894.0,False
807,739,44529,10 Years,1882,2001,67.0,False
808,341,32490,20 Years,1966,22,653.0,False
809,100,29343,20 Years,1743,88,563.0,False
810,63,46184,20 Years,1698,1281,292.0,False
811,465,29992,20 Years,2157,1120,460.0,False
812,72,33322,10 Years,587,612,567.0,False
813,636,26295,20 Years,2147,3336,127.0,True
814,183,28448,20 Years,2586,1433,427.0,False
815,983,29047,20 Years,1098,1308,443.0,False
816,188,45890,20 Years,2253,1865,656.0,False
817,698,38092,20 Years,972,814,835.0,False
818,282,35407,10 Years,719,11,766.0,False
819,219,31988,20 Years,1001,73,832.0,False
820,530,38674,20 Years,1465,7,882.0,False
821,208,34967,20 Years,583,23,784.0,False
822,935,43268,20 Years,1609,91,856.0,False
823,876,44062,20 Years,1659,40,958.0,False
824,242,21508,10 Years,1202,1263,296.0,False
825,942,52416,20 Years,962,6509,95.0,True
826,589,44265,20 Years,916,377,913.0,False
827,271,34409,20 Years,1300,71,933.0,False
828,173,24034,20 Years,1151,54,460.0,False
829,440,37197,10 Years,1930,1102,769.0,False
830,938,39746,20 Years,1251,46,915.0,False
831,861,30533,10 Years,1408,2854,171.0,True
832,609,35856,20 Years,2328,47,744.0,False
833,269,24386,20 Years,956,109,634.0,False
834,990,29538,20 Years,1135,2368,195.0,True
835,76,43732,10 Years,1050,81,934.0,False
836,890,27334,20 Years,2073,533,495.0,False
837,802,24766,10 Years,552,59,452.0,False
838,233,34557,10 Years,1586,1469,566.0,False
839,829,33450,10 Years,2054,69,885.0,False
840,464,23787,20 Years,1911,11,456.0,False
841,575,36132,10 Years,1596,1,992.0,False
842,324,23597,20 Years,1419,6,465.0,False
843,521,24753,10 Years,1387,1637,341.0,False
844,813,35891,20 Years,2184,792,776.0,False
845,160,27612,20 Years,890,108,784.0,False
846,181,40976,20 Years,951,2,664.0,False
847,96,26553,20 Years,1805,26,491.0,False
848,762,29742,20 Years,1368,113,758.0,False
849,516,36397,10 Years,1621,106,818.0,False
850,627,27676,10 Years,1598,39,445.0,False
851,71,30191,20 Years,1319,3880,55.0,True
852,932,41669,20 Years,1385,32,780.0,False
853,39,36816,20 Years,1868,3123,366.0,True
854,283,42145,20 Years,1447,2498,422.0,False
855,847,30594,20 Years,1216,2473,179.0,True
